dataset,seed,metric,metric_desirability,anchor_main_effect_raw,generation_main_effect_raw,interaction_raw,anchor_main_effect_benefit_aligned,generation_main_effect_benefit_aligned,interaction_benefit_aligned,decomposition_label
az_class,43,forgetting,lower_is_better,-0.6952668451470577,-0.17243055485294223,0.36343049029411545,0.6952668451470577,0.17243055485294223,-0.36343049029411545,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,bwt,higher_is_better,0.7042758809975536,0.16779351900244643,-0.37270456199510704,0.7042758809975536,0.16779351900244643,-0.37270456199510704,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,acquisition,higher_is_better,-0.1409782203249184,0.00827158396128208,0.024352077013473195,-0.1409782203249184,0.00827158396128208,0.024352077013473195,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,final_old_task_accuracy,higher_is_better,0.5574374233144728,0.17478497668552717,-0.34323524662894567,0.5574374233144728,0.17478497668552717,-0.34323524662894567,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,final_new_task_accuracy,higher_is_better,-0.08237584674329501,0.021072846743295015,-0.02682030651340983,-0.08237584674329501,0.021072846743295015,-0.02682030651340983,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,macro_f1,higher_is_better,0.5514812840711896,0.12362992847853019,-0.25432220548049594,0.5514812840711896,0.12362992847853019,-0.25432220548049594,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,weighted_f1,higher_is_better,0.6033485936171674,0.11621974568909851,-0.24052312987537888,0.6033485936171674,0.11621974568909851,-0.24052312987537888,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,balanced_accuracy,higher_is_better,0.6517258851290437,0.13482123625919853,-0.2644789488364632,0.6517258851290437,0.13482123625919853,-0.2644789488364632,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,final_tm_accuracy,higher_is_better,0.5639454907360895,0.09101478199118324,-0.18454116329036074,0.5639454907360895,0.09101478199118324,-0.18454116329036074,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,tm_aia,higher_is_better,0.4226470628151193,0.12737023986427198,-0.24746790630057847,0.4226470628151193,0.12737023986427198,-0.24746790630057847,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
