dataset,method,setting_type,k,result_validity,paper_use_category,validity_reason,metric,n,mean,std,se,ci95_low,ci95_high,median,min,max,seeds
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,new_class_accuracy,5,0.7388623782823496,0.19718200647649686,0.08818247408425015,0.49402857974690195,0.9836961768177972,0.8281547241597971,0.4097796143250689,0.9118773946360154,"42,43,44,45,46"
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,plasticity_stability_gap,5,0.06451980849996022,0.2024949368841168,0.09055848879448292,-0.1869108644475911,0.3159504814475116,0.1530379796634662,-0.2758366471572051,0.2412646304830716,"42,43,44,45,46"
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,mmd_real_generated,5,0.002566123008728,0.0006797130201155209,0.0003039769036339973,0.001722147822540207,0.003410098194915793,0.0025292634963989,0.001516580581665,0.0031715631484985,"42,43,44,45,46"
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,wasserstein_real_generated,5,0.05320556163787839,0.00814107325041863,0.0036407986395482453,0.043097084076093875,0.0633140391996629,0.0528799146413803,0.0430074334144592,0.0655001550912857,"42,43,44,45,46"
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,memory_MB,5,544.3806533813477,0.0,0.0,544.3806533813477,544.3806533813477,544.3806533813477,544.3806533813477,544.3806533813477,"42,43,44,45,46"
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,gpu_peak_memory_MB,5,3027.26796875,110.5203968709776,49.4262240607522,2890.038770888115,3164.497166611885,2975.740234375,2933.87841796875,3159.9423828125,"42,43,44,45,46"
az_class,hybrid_random_buffer,ablation,100,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,elapsed_minutes,5,13.757362310886382,0.1952311040127215,0.08731000397895544,13.514950877704212,13.999773744068552,13.777976437409718,13.501185210545858,13.989549922943116,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_best_performance,200,valid_main_hr,main_final_table,official best-performance simplified AHR-MalCL-HR result,mean_acc_seen,5,0.7576337456084699,0.01398835523213295,0.006255782638492825,0.7402649085226451,0.7750025826942946,0.7585797449297865,0.7389552825624882,0.7741135160503443,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_best_performance,200,valid_main_hr,main_final_table,official best-performance simplified AHR-MalCL-HR result,min_acc_seen,5,0.7079845606899555,0.007769951465581505,0.0034748279317828724,0.6983368916873524,0.7176322296925587,0.7109689730723019,0.6942820126755138,0.7132952834483001,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_best_performance,200,valid_main_hr,main_final_table,official best-performance simplified AHR-MalCL-HR result,final_taskwise_average_accuracy,5,0.7431381495182756,0.012372829759675897,0.005533297683333538,0.7277752522497819,0.7585010467867693,0.747509802495242,0.7283873519348618,0.7588953437104986,"42,43,44,45,46"
