dataset,method,seed,stage,sw_seen_accuracy,tm_seen_accuracy,cumulative_test_support,observed_tasks,definition_version
AZ-Class,DER++ (standard),47,6,77.30380696104812,79.67696785950112,22669,6,V15.5
AZ-Class,DER++ (standard),47,7,78.36202086105507,82.00570650633703,23297,7,V15.5
AZ-Class,DER++ (standard),47,8,70.02687077599545,68.56524635194532,24562,8,V15.5
AZ-Class,DER++ (standard),47,9,75.75898931000971,76.45553361759502,25725,9,V15.5
AZ-Class,DER++ (standard),47,10,73.83867616503413,76.21885800540608,26952,10,V15.5
AZ-Class,DER++ (standard),47,11,73.27287370005952,74.47918094236505,28559,11,V15.5
AZ-Class,DER++ (standard),48,1,88.27696024599166,88.27696024599166,18212,1,V15.5
AZ-Class,DER++ (standard),48,2,78.72051763723648,86.66373588750238,19164,2,V15.5
AZ-Class,DER++ (standard),48,3,81.16833980729456,82.11610370286428,19823,3,V15.5
AZ-Class,DER++ (standard),48,4,75.11841606669194,80.23967702999025,21112,4,V15.5
AZ-Class,DER++ (standard),48,5,77.76653946944968,77.43235598919746,21751,5,V15.5
AZ-Class,DER++ (standard),48,6,74.77225579507531,77.42425512825231,22174,6,V15.5
AZ-Class,DER++ (standard),48,7,74.14038838410832,74.11605559531927,22452,7,V15.5
AZ-Class,DER++ (standard),48,8,71.57503471938567,75.66696464327967,24482,8,V15.5
AZ-Class,DER++ (standard),48,9,73.51130134414659,79.82645993979793,26634,9,V15.5
AZ-Class,DER++ (standard),48,10,74.58728999269539,77.60974555874732,27380,10,V15.5
AZ-Class,DER++ (standard),48,11,76.46976434749115,81.54349888347731,28559,11,V15.5
AZ-Class,DER++ (standard),49,1,90.46577055329792,90.46577055329792,12796,1,V15.5
AZ-Class,DER++ (standard),49,2,65.55017576440937,79.21825122356437,15077,2,V15.5
AZ-Class,DER++ (standard),49,3,80.67718940936864,86.9514608991632,15712,3,V15.5
AZ-Class,DER++ (standard),49,4,82.64223722275796,83.17031897237325,16592,4,V15.5
AZ-Class,DER++ (standard),49,5,49.791622141483224,59.57029163674819,18716,5,V15.5
AZ-Class,DER++ (standard),49,6,78.30325451182323,81.9863870154996,20003,6,V15.5
AZ-Class,DER++ (standard),49,7,72.93590564140075,72.28421273323978,21874,7,V15.5
AZ-Class,DER++ (standard),49,8,51.33932217231523,51.285683576322505,24490,8,V15.5
AZ-Class,DER++ (standard),49,9,72.77739752072401,71.52365499429212,26298,9,V15.5
AZ-Class,DER++ (standard),49,10,71.93115666919768,73.18937883035854,27657,10,V15.5
AZ-Class,DER++ (standard),49,11,75.47183024615708,76.95327258100569,28559,11,V15.5
AZ-Class,DER++ (standard),50,1,92.82992456645151,92.82992456645151,12859,1,V15.5
AZ-Class,DER++ (standard),50,2,82.98173580631459,89.69193707010889,14126,2,V15.5
AZ-Class,DER++ (standard),50,3,79.67773122784402,75.51138436183139,15515,3,V15.5
AZ-Class,DER++ (standard),50,4,85.55691554467563,83.68118293110875,17157,4,V15.5
AZ-Class,DER++ (standard),50,5,83.64037070524412,83.82304227642938,17696,5,V15.5
AZ-Class,DER++ (standard),50,6,73.044986335926,74.0272380434387,19028,6,V15.5
AZ-Class,DER++ (standard),50,7,76.80343116990493,75.06948952516251,19352,7,V15.5
AZ-Class,DER++ (standard),50,8,63.13474610155938,58.184115582432405,22509,8,V15.5
AZ-Class,DER++ (standard),50,9,77.57766383730448,78.08898311258629,23209,9,V15.5
AZ-Class,DER++ (standard),50,10,73.43762221353148,72.42514602791658,25570,10,V15.5
AZ-Class,DER++ (standard),50,11,61.553275674918595,58.56652201473898,28559,11,V15.5
AZ-Class,DER++ (standard),51,1,85.99563953488372,85.99563953488372,13760,1,V15.5
AZ-Class,DER++ (standard),51,2,75.13672135520875,85.93709952508387,14994,2,V15.5
AZ-Class,DER++ (standard),51,3,72.89075835162156,77.81313479534579,16404,3,V15.5
AZ-Class,DER++ (standard),51,4,77.25548310610552,85.55716695620457,16870,4,V15.5
AZ-Class,DER++ (standard),51,5,77.18870079966767,85.7171864219433,19258,5,V15.5
AZ-Class,DER++ (standard),51,6,77.96040166729821,84.42310320796379,21112,6,V15.5
AZ-Class,DER++ (standard),51,7,75.28382736228298,78.6784136745011,22637,7,V15.5
AZ-Class,DER++ (standard),51,8,73.8848236801852,79.31820941095415,24189,8,V15.5
AZ-Class,DER++ (standard),51,9,66.41502203487258,72.8354162406338,26095,9,V15.5
AZ-Class,DER++ (standard),51,10,76.08201291079813,80.76774357221525,27264,10,V15.5
AZ-Class,DER++ (standard),51,11,75.94103434994223,80.04393877045263,28559,11,V15.5
EMBER,DER++ (standard),42,1,92.17135207496653,92.17135207496653,18675,1,V15.5
EMBER,DER++ (standard),42,2,87.38001503958951,91.65872986690744,22607,2,V15.5
EMBER,DER++ (standard),42,3,89.81054365733114,92.8683714548867,24280,3,V15.5
EMBER,DER++ (standard),42,4,83.8059941991621,83.12472649258487,24824,4,V15.5
EMBER,DER++ (standard),42,5,85.72332766327781,84.09268873003907,25279,5,V15.5
EMBER,DER++ (standard),42,6,82.90141390664343,80.07217389680771,25815,6,V15.5
EMBER,DER++ (standard),42,7,84.73540353807608,81.02103227745488,26342,7,V15.5
EMBER,DER++ (standard),42,8,70.74662566205365,67.31784363094113,29265,8,V15.5
EMBER,DER++ (standard),42,9,84.20644520951583,81.19000616702142,32241,9,V15.5
EMBER,DER++ (standard),42,10,84.55875642624646,81.95912770277019,32873,10,V15.5
EMBER,DER++ (standard),42,11,76.82470923332542,80.11512829471988,33704,11,V15.5
EMBER,DER++ (standard),43,1,92.1369433877825,92.1369433877825,22345,1,V15.5
EMBER,DER++ (standard),43,2,90.07570483814827,93.90782476115238,22984,2,V15.5
EMBER,DER++ (standard),43,3,86.33259312020782,90.15872255992733,23867,3,V15.5
EMBER,DER++ (standard),43,4,85.05602080226377,85.67391729325018,26151,4,V15.5
EMBER,DER++ (standard),43,5,86.08705028214068,86.77659716448551,27823,5,V15.5
EMBER,DER++ (standard),43,6,78.78241820366053,82.7938046159928,28302,6,V15.5
EMBER,DER++ (standard),43,7,85.8500147429807,86.7431792817512,30523,7,V15.5
EMBER,DER++ (standard),43,8,83.07960263191846,85.83587781285435,31004,8,V15.5
EMBER,DER++ (standard),43,9,81.32579585649317,81.23748566137733,31664,9,V15.5
EMBER,DER++ (standard),43,10,83.73880030372057,84.2078638408282,32925,10,V15.5
EMBER,DER++ (standard),43,11,81.45027296463327,82.60701678589446,33704,11,V15.5
EMBER,DER++ (standard),44,1,92.98405466970388,92.98405466970388,15365,1,V15.5
EMBER,DER++ (standard),44,2,84.04491883477874,89.26948882318284,17988,2,V15.5
EMBER,DER++ (standard),44,3,85.30687209836233,84.30320551591764,19601,3,V15.5
EMBER,DER++ (standard),44,4,86.59369564295109,83.06556131858078,23571,4,V15.5
EMBER,DER++ (standard),44,5,86.72083434392432,84.93645254927922,24738,5,V15.5
EMBER,DER++ (standard),44,6,85.93279349059188,86.272863728829,25563,6,V15.5
EMBER,DER++ (standard),44,7,85.12785749256204,86.83048633839682,26553,7,V15.5
EMBER,DER++ (standard),44,8,74.20689655172413,74.67499622367582,29725,8,V15.5
EMBER,DER++ (standard),44,9,82.90342927331275,84.23647468258677,30123,9,V15.5
EMBER,DER++ (standard),44,10,82.7054573603406,84.17636018932129,31004,10,V15.5
EMBER,DER++ (standard),44,11,82.16235461666271,81.65895025025243,33704,11,V15.5
EMBER,DER++ (standard),45,1,91.87758637282263,91.87758637282263,20782,1,V15.5
EMBER,DER++ (standard),45,2,86.5372047427878,89.88110203541527,21422,2,V15.5
EMBER,DER++ (standard),45,3,87.5785881084965,90.47823219391304,22268,3,V15.5
EMBER,DER++ (standard),45,4,85.06625680222656,89.37299780750652,24073,4,V15.5
EMBER,DER++ (standard),45,5,86.67107721046077,87.55324318738774,25696,5,V15.5
EMBER,DER++ (standard),45,6,82.59812302899047,84.53679468034653,26319,6,V15.5
EMBER,DER++ (standard),45,7,84.98202098774492,84.08296090545649,27254,7,V15.5
EMBER,DER++ (standard),45,8,85.31957503139745,86.22215209320461,29461,8,V15.5
EMBER,DER++ (standard),45,9,80.82525069866841,82.9405355696975,30415,9,V15.5
EMBER,DER++ (standard),45,10,84.42081057775222,85.04711606630495,31311,10,V15.5
EMBER,DER++ (standard),45,11,83.30465226679325,85.32917490728916,33704,11,V15.5
EMBER,DER++ (standard),46,1,91.75777453838678,91.75777453838678,16464,1,V15.5
EMBER,DER++ (standard),46,2,88.7505254308533,93.11996494191803,19032,2,V15.5
EMBER,DER++ (standard),46,3,87.5242923531897,92.89011273997909,23670,3,V15.5
EMBER,DER++ (standard),46,4,86.68912175648703,90.21531789524022,24048,4,V15.5
EMBER,DER++ (standard),46,5,87.19186278420423,89.74704715198634,25070,5,V15.5
EMBER,DER++ (standard),46,6,70.90622875746843,70.76939396046788,27951,6,V15.5
EMBER,DER++ (standard),46,7,83.1060552533032,82.36983812918474,28306,7,V15.5
EMBER,DER++ (standard),46,8,83.51655902157482,80.82252007967422,29108,8,V15.5
EMBER,DER++ (standard),46,9,83.0611732194448,80.73881475092743,31844,9,V15.5
EMBER,DER++ (standard),46,10,80.98226799098165,81.75327491288078,32822,10,V15.5
EMBER,DER++ (standard),46,11,84.23035841443152,81.46957187070126,33704,11,V15.5
EMBER,DER++ (standard),47,1,93.55465587044534,93.55465587044534,18525,1,V15.5
EMBER,DER++ (standard),47,2,87.7005895924122,91.78539755983365,19505,2,V15.5
EMBER,DER++ (standard),47,3,83.38894399855712,77.87808493990616,22178,3,V15.5
EMBER,DER++ (standard),47,4,79.09996594005449,70.0112490143691,23488,4,V15.5
EMBER,DER++ (standard),47,5,81.35484130495998,72.21446457990453,24859,5,V15.5
EMBER,DER++ (standard),47,6,82.18241979571285,74.03030079744202,27804,6,V15.5
EMBER,DER++ (standard),47,7,80.91318418460672,73.65959016895516,28428,7,V15.5
EMBER,DER++ (standard),47,8,80.01591255015913,77.26231765905331,28908,8,V15.5
EMBER,DER++ (standard),47,9,80.60682421848396,75.56597673549915,29366,9,V15.5
EMBER,DER++ (standard),47,10,81.12018669778296,77.05642283868698,29995,10,V15.5
EMBER,DER++ (standard),47,11,84.45881794445764,80.68508956383556,33704,11,V15.5
EMBER,DER++ (standard),48,1,92.88329265586864,92.88329265586864,18028,1,V15.5
EMBER,DER++ (standard),48,2,85.62602387081675,90.84777074705288,21365,2,V15.5
EMBER,DER++ (standard),48,3,87.55632122979061,91.6115447772166,22638,3,V15.5
EMBER,DER++ (standard),48,4,85.46437927828953,84.30338509470164,23666,4,V15.5
EMBER,DER++ (standard),48,5,81.17933481884954,80.02334318786863,24234,5,V15.5
EMBER,DER++ (standard),48,6,79.16814508180565,77.36083424804704,25365,6,V15.5
EMBER,DER++ (standard),48,7,84.10452855950847,81.37327817417712,26366,7,V15.5
EMBER,DER++ (standard),48,8,83.38015835370526,82.14326102665059,27407,8,V15.5
EMBER,DER++ (standard),48,9,83.3077369373059,80.22570690326046,29301,9,V15.5
EMBER,DER++ (standard),48,10,79.93299832495812,74.28562431317005,29850,10,V15.5
EMBER,DER++ (standard),48,11,83.57464989318774,79.42588562570798,33704,11,V15.5
EMBER,DER++ (standard),49,1,92.86715737819839,92.86715737819839,17118,1,V15.5
EMBER,DER++ (standard),49,2,79.37661344296778,85.93533891686805,20918,2,V15.5
EMBER,DER++ (standard),49,3,87.3735825927061,90.36360284267295,22841,3,V15.5
EMBER,DER++ (standard),49,4,81.39083780437474,81.88317944426537,24230,4,V15.5
EMBER,DER++ (standard),49,5,83.44285943260138,81.54633491359291,24956,5,V15.5
EMBER,DER++ (standard),49,6,83.45795425245865,82.7899608212468,27149,6,V15.5
EMBER,DER++ (standard),49,7,83.60524690236547,82.5682200030684,27521,7,V15.5
EMBER,DER++ (standard),49,8,84.44969329478954,83.7918971702007,28366,8,V15.5
EMBER,DER++ (standard),49,9,84.83844241922121,84.85018345493,30175,9,V15.5
EMBER,DER++ (standard),49,10,70.4177585941113,79.87965708705886,32435,10,V15.5
EMBER,DER++ (standard),49,11,83.61322098267267,84.05035660292452,33704,11,V15.5
EMBER,DER++ (standard),50,1,94.64660601819455,94.64660601819455,14290,1,V15.5
EMBER,DER++ (standard),50,2,88.2242169355345,90.76591190832879,15931,2,V15.5
EMBER,DER++ (standard),50,3,89.16479852848192,89.42567205825897,17397,3,V15.5
EMBER,DER++ (standard),50,4,89.03994785361765,89.12782630418745,21478,4,V15.5
EMBER,DER++ (standard),50,5,84.38563159987629,83.93719790114028,22633,5,V15.5
EMBER,DER++ (standard),50,6,86.76241564284479,82.43919784207372,23116,6,V15.5
EMBER,DER++ (standard),50,7,81.81439520159947,78.6513751691989,24008,7,V15.5
EMBER,DER++ (standard),50,8,83.02286839315462,81.02077606359852,26412,8,V15.5
EMBER,DER++ (standard),50,9,83.82815470224313,81.5247173170682,28933,9,V15.5
EMBER,DER++ (standard),50,10,65.05508709300179,63.27929513414151,32494,10,V15.5
EMBER,DER++ (standard),50,11,82.96938048896273,80.03661633789393,33704,11,V15.5
EMBER,DER++ (standard),51,1,94.9903554698264,94.9903554698264,18145,1,V15.5
EMBER,DER++ (standard),51,2,63.600462338663064,77.81746486425007,20764,2,V15.5
EMBER,DER++ (standard),51,3,85.75339056862013,87.10280303685134,24111,3,V15.5
EMBER,DER++ (standard),51,4,87.72304648862513,87.49502710740099,25275,4,V15.5
EMBER,DER++ (standard),51,5,88.10171235393548,87.28550961555209,27214,5,V15.5
EMBER,DER++ (standard),51,6,85.51422161105884,84.72323470410691,27634,6,V15.5
EMBER,DER++ (standard),51,7,86.98168806567038,86.65707544384188,28506,7,V15.5
EMBER,DER++ (standard),51,8,83.12313468759027,81.92011176897766,31161,8,V15.5
EMBER,DER++ (standard),51,9,83.70580179282868,83.16928698807776,32128,9,V15.5
EMBER,DER++ (standard),51,10,80.04132733681779,77.51999662273336,32908,10,V15.5
EMBER,DER++ (standard),51,11,81.39686684073108,79.36385546690443,33704,11,V15.5
AZ-Class,ER (standard),42,1,88.85571265478177,88.85571265478177,11387,1,V15.5
AZ-Class,ER (standard),42,2,77.84095216435448,86.93193623179036,13191,2,V15.5
AZ-Class,ER (standard),42,3,79.99863471909346,88.30258575084916,14649,3,V15.5
AZ-Class,ER (standard),42,4,74.28554866384557,80.73587287545232,17251,4,V15.5
AZ-Class,ER (standard),42,5,51.417004048582996,61.03778381724545,19513,5,V15.5
AZ-Class,ER (standard),42,6,75.94802694898941,80.50411986307398,20780,6,V15.5
AZ-Class,ER (standard),42,7,74.2673712713456,78.01579260945549,22897,7,V15.5
AZ-Class,ER (standard),42,8,60.87837574529441,62.52861939752965,25661,8,V15.5
AZ-Class,ER (standard),42,9,66.7965434765836,69.8582278141488,25922,9,V15.5
AZ-Class,ER (standard),42,10,77.51134393330136,81.72313368055926,27107,10,V15.5
AZ-Class,ER (standard),42,11,69.22511292412199,73.00228386359534,28559,11,V15.5
AZ-Class,ER (standard),43,1,88.39167871284018,88.39167871284018,15911,1,V15.5
AZ-Class,ER (standard),43,2,79.63770546796377,87.64595467350429,17886,2,V15.5
AZ-Class,ER (standard),43,3,78.61938732689887,79.40678077366879,19064,3,V15.5
AZ-Class,ER (standard),43,4,76.09639494609493,78.22933684041251,20499,4,V15.5
AZ-Class,ER (standard),43,5,76.953329837441,77.77074695510957,22884,5,V15.5
AZ-Class,ER (standard),43,6,74.4012361576101,76.40428658605946,23298,6,V15.5
AZ-Class,ER (standard),43,7,68.32379269276576,68.81476109266009,26029,7,V15.5
AZ-Class,ER (standard),43,8,73.40656111090702,76.27257446537182,27221,8,V15.5
AZ-Class,ER (standard),43,9,74.52403189884332,75.5686169033666,27838,9,V15.5
AZ-Class,ER (standard),43,10,71.55982754965015,70.97656032274271,28298,10,V15.5
AZ-Class,ER (standard),43,11,70.8113029167688,72.08354287717775,28559,11,V15.5
AZ-Class,ER (standard),44,1,89.60733308559395,89.60733308559395,16146,1,V15.5
AZ-Class,ER (standard),44,2,81.34384168440431,89.50938140158202,17383,2,V15.5
AZ-Class,ER (standard),44,3,83.68686594694297,90.10075455700097,18433,3,V15.5
AZ-Class,ER (standard),44,4,79.4735997432194,86.18705905577193,18693,4,V15.5
AZ-Class,ER (standard),44,5,79.7297942426123,85.35611156008332,20947,5,V15.5
AZ-Class,ER (standard),44,6,65.7479755647109,68.46790867891558,21117,6,V15.5
AZ-Class,ER (standard),44,7,77.79281756270885,84.9501574312141,23641,7,V15.5
AZ-Class,ER (standard),44,8,71.96336439627244,78.09803976598097,25003,8,V15.5
AZ-Class,ER (standard),44,9,75.72506025969987,77.15730798194093,25722,9,V15.5
AZ-Class,ER (standard),44,10,73.66763027203321,76.39520322294646,26982,10,V15.5
AZ-Class,ER (standard),44,11,74.68748905774012,75.47152567466985,28559,11,V15.5
AZ-Class,ER (standard),45,1,90.67361733322473,90.67361733322473,12277,1,V15.5
AZ-Class,ER (standard),45,2,55.34923582345379,74.33845071436751,14002,2,V15.5
AZ-Class,ER (standard),45,3,83.24408594862062,88.55184607277411,14753,3,V15.5
AZ-Class,ER (standard),45,4,76.57794175780735,86.02546624951304,15178,4,V15.5
AZ-Class,ER (standard),45,5,77.41124006631982,85.79255360064431,17491,5,V15.5
AZ-Class,ER (standard),45,6,75.96158533612831,81.08233377455294,20513,6,V15.5
AZ-Class,ER (standard),45,7,81.4027149321267,86.26503359008824,22100,7,V15.5
AZ-Class,ER (standard),45,8,77.87603021978022,82.77439210692414,23296,8,V15.5
AZ-Class,ER (standard),45,9,71.23309788092836,73.6269532531719,24775,9,V15.5
AZ-Class,ER (standard),45,10,74.5974616404622,75.57371333985469,26395,10,V15.5
AZ-Class,ER (standard),45,11,67.06467313281277,67.51284615602265,28559,11,V15.5
AZ-Class,ER (standard),46,1,87.24719824809996,87.24719824809996,15526,1,V15.5
AZ-Class,ER (standard),46,2,75.17443169029934,83.35427695524436,17772,2,V15.5
AZ-Class,ER (standard),46,3,76.24537982015778,79.45099747887211,18127,3,V15.5
AZ-Class,ER (standard),46,4,77.3794614902943,81.74250434061214,19164,4,V15.5
AZ-Class,ER (standard),46,5,75.54961796278067,82.10771138628145,21333,5,V15.5
AZ-Class,ER (standard),46,6,75.4585792049769,82.41089729323168,21861,6,V15.5
AZ-Class,ER (standard),46,7,68.36997595328066,70.53545172135696,23288,7,V15.5
AZ-Class,ER (standard),46,8,75.50928943937419,79.61618952085657,24544,8,V15.5
AZ-Class,ER (standard),46,9,72.47931124058337,78.66241103840056,26947,9,V15.5
AZ-Class,ER (standard),46,10,70.76066246519126,76.42674193888554,27292,10,V15.5
AZ-Class,ER (standard),46,11,73.26937217689695,78.80831208732248,28559,11,V15.5
AZ-Class,ER (standard),47,1,89.83883530046133,89.83883530046133,16691,1,V15.5
AZ-Class,ER (standard),47,2,84.31068820535516,91.27266537425756,18076,2,V15.5
AZ-Class,ER (standard),47,3,83.82216255292782,88.98915754716134,19366,3,V15.5
AZ-Class,ER (standard),47,4,81.92742013319177,87.65526878025315,20722,4,V15.5
AZ-Class,ER (standard),47,5,79.16666666666666,84.82031736721027,21960,5,V15.5
AZ-Class,ER (standard),47,6,76.0245268869381,77.89704448974891,22669,6,V15.5
AZ-Class,ER (standard),47,7,77.33613770013307,79.1556147062635,23297,7,V15.5
AZ-Class,ER (standard),47,8,72.11546291018647,71.82702474625353,24562,8,V15.5
AZ-Class,ER (standard),47,9,75.04373177842567,74.16677079473115,25725,9,V15.5
AZ-Class,ER (standard),47,10,72.96304541406946,74.04782521698786,26952,10,V15.5
AZ-Class,ER (standard),47,11,72.15588781119787,73.27544478835505,28559,11,V15.5
AZ-Class,ER (standard),48,1,88.27696024599166,88.27696024599166,18212,1,V15.5
AZ-Class,ER (standard),48,2,77.57253183051554,86.70682087902149,19164,2,V15.5
AZ-Class,ER (standard),48,3,80.33597336427383,78.80995504366302,19823,3,V15.5
AZ-Class,ER (standard),48,4,76.52046229632437,78.73868085046666,21112,4,V15.5
AZ-Class,ER (standard),48,5,76.10224817249782,74.43650505768409,21751,5,V15.5
AZ-Class,ER (standard),48,6,73.22990890231803,73.58922939886145,22174,6,V15.5
AZ-Class,ER (standard),48,7,73.36985569214323,72.41391363571127,22452,7,V15.5
AZ-Class,ER (standard),48,8,71.41573400865943,72.14339312951624,24482,8,V15.5
AZ-Class,ER (standard),48,9,72.18968236089209,77.92620239699417,26634,9,V15.5
AZ-Class,ER (standard),48,10,73.37837837837839,75.3635164867611,27380,10,V15.5
AZ-Class,ER (standard),48,11,75.89201302566616,79.8063330593449,28559,11,V15.5
AZ-Class,ER (standard),49,1,90.46577055329792,90.46577055329792,12796,1,V15.5
AZ-Class,ER (standard),49,2,77.4955229820256,86.34567034388076,15077,2,V15.5
AZ-Class,ER (standard),49,3,79.16878818737271,85.2191451141203,15712,3,V15.5
AZ-Class,ER (standard),49,4,81.77434908389586,81.43686392021802,16592,4,V15.5
AZ-Class,ER (standard),49,5,64.63988031630691,67.58523077779338,18716,5,V15.5
AZ-Class,ER (standard),49,6,77.55336699495075,79.84834647002182,20003,6,V15.5
AZ-Class,ER (standard),49,7,75.30401389777819,73.79340022684006,21874,7,V15.5
AZ-Class,ER (standard),49,8,61.049407921600654,59.87960926233005,24490,8,V15.5
AZ-Class,ER (standard),49,9,73.16145714503004,72.13572624563436,26298,9,V15.5
AZ-Class,ER (standard),49,10,70.47040532234155,71.8087873886317,27657,10,V15.5
AZ-Class,ER (standard),49,11,74.4178717742218,75.041039328691,28559,11,V15.5
AZ-Class,ER (standard),50,1,92.82992456645151,92.82992456645151,12859,1,V15.5
AZ-Class,ER (standard),50,2,81.84199348718676,89.13706632798835,14126,2,V15.5
AZ-Class,ER (standard),50,3,78.53045439896874,74.34078087728962,15515,3,V15.5
AZ-Class,ER (standard),50,4,84.43783878300403,80.70556088014843,17157,4,V15.5
AZ-Class,ER (standard),50,5,81.60601265822784,80.55468833251578,17696,5,V15.5
AZ-Class,ER (standard),50,6,77.49106579777171,77.73482675051807,19028,6,V15.5
AZ-Class,ER (standard),50,7,72.01322860686234,67.10356476501727,19352,7,V15.5
AZ-Class,ER (standard),50,8,68.63476831489626,64.10264416376336,22509,8,V15.5
AZ-Class,ER (standard),50,9,76.45310009048214,76.7899708143541,23209,9,V15.5
AZ-Class,ER (standard),50,10,74.04380132968322,72.29541997654665,25570,10,V15.5
AZ-Class,ER (standard),50,11,71.45208165552015,68.31510765880185,28559,11,V15.5
AZ-Class,ER (standard),51,1,85.99563953488372,85.99563953488372,13760,1,V15.5
AZ-Class,ER (standard),51,2,75.90369481125784,86.05989809091253,14994,2,V15.5
AZ-Class,ER (standard),51,3,75.35357229943916,77.28171502372042,16404,3,V15.5
AZ-Class,ER (standard),51,4,76.25963248369887,84.38842194709903,16870,4,V15.5
AZ-Class,ER (standard),51,5,76.23325371274275,85.1236733906379,19258,5,V15.5
AZ-Class,ER (standard),51,6,76.89465706707085,83.40806348717533,21112,6,V15.5
AZ-Class,ER (standard),51,7,75.35450810619781,77.54913195041182,22637,7,V15.5
AZ-Class,ER (standard),51,8,73.42180329902021,78.1393527234388,24189,8,V15.5
AZ-Class,ER (standard),51,9,70.19735581529028,74.83583534167757,26095,9,V15.5
AZ-Class,ER (standard),51,10,75.43280516431925,79.58594435070931,27264,10,V15.5
AZ-Class,ER (standard),51,11,75.11117336041178,78.98208751924652,28559,11,V15.5
EMBER,ER (standard),42,1,92.17135207496653,92.17135207496653,18675,1,V15.5
EMBER,ER (standard),42,2,87.43751935241298,91.70357455593823,22607,2,V15.5
EMBER,ER (standard),42,3,88.0313014827018,89.89632176385896,24280,3,V15.5
EMBER,ER (standard),42,4,82.99629390912021,82.91655089854828,24824,4,V15.5
EMBER,ER (standard),42,5,83.97088492424542,81.0252170717122,25279,5,V15.5
EMBER,ER (standard),42,6,81.75866744141004,78.66578895723508,25815,6,V15.5
EMBER,ER (standard),42,7,83.63450003796218,78.95593169923119,26342,7,V15.5
EMBER,ER (standard),42,8,72.01435161455663,67.52598315054055,29265,8,V15.5
EMBER,ER (standard),42,9,83.74119909432089,80.50509404225603,32241,9,V15.5
EMBER,ER (standard),42,10,82.49931554771392,79.86233816207867,32873,10,V15.5
EMBER,ER (standard),42,11,75.69131260384523,78.29277685077052,33704,11,V15.5
EMBER,ER (standard),43,1,92.1369433877825,92.1369433877825,22345,1,V15.5
EMBER,ER (standard),43,2,89.18813087365123,93.7553852990397,22984,2,V15.5
EMBER,ER (standard),43,3,85.46528679767043,89.5100747528662,23867,3,V15.5
EMBER,ER (standard),43,4,84.67362624756224,83.6309853407588,26151,4,V15.5
EMBER,ER (standard),43,5,84.38701793480215,83.88724690014409,27823,5,V15.5
EMBER,ER (standard),43,6,77.36909052363791,81.74090512371392,28302,6,V15.5
EMBER,ER (standard),43,7,85.76810929463028,82.8885585614685,30523,7,V15.5
EMBER,ER (standard),43,8,81.36046961682364,83.28658881817405,31004,8,V15.5
EMBER,ER (standard),43,9,82.03954017180394,79.81452245162208,31664,9,V15.5
EMBER,ER (standard),43,10,83.54138192862567,83.8091322069269,32925,10,V15.5
EMBER,ER (standard),43,11,80.69962022311891,81.45998092290337,33704,11,V15.5
EMBER,ER (standard),44,1,92.98405466970388,92.98405466970388,15365,1,V15.5
EMBER,ER (standard),44,2,82.97198132088059,88.75209401327142,17988,2,V15.5
EMBER,ER (standard),44,3,84.07224121218306,81.97393688863774,19601,3,V15.5
EMBER,ER (standard),44,4,85.80034788511306,80.79542833331482,23571,4,V15.5
EMBER,ER (standard),44,5,85.22920203735144,83.30106126561031,24738,5,V15.5
EMBER,ER (standard),44,6,85.18953174510034,85.19780235522435,25563,6,V15.5
EMBER,ER (standard),44,7,84.00180770534404,85.31152755284856,26553,7,V15.5
EMBER,ER (standard),44,8,78.43566021867116,78.427587483417,29725,8,V15.5
EMBER,ER (standard),44,9,81.04438468943997,80.98667108987736,30123,9,V15.5
EMBER,ER (standard),44,10,82.26357889304606,83.23227901892875,31004,10,V15.5
EMBER,ER (standard),44,11,81.67576548777593,80.92981369305865,33704,11,V15.5
EMBER,ER (standard),45,1,91.87758637282263,91.87758637282263,20782,1,V15.5
EMBER,ER (standard),45,2,85.94902436747269,89.72939322490616,21422,2,V15.5
EMBER,ER (standard),45,3,87.2103466858272,90.0562645223078,22268,3,V15.5
EMBER,ER (standard),45,4,85.21580193577867,88.98705805005423,24073,4,V15.5
EMBER,ER (standard),45,5,85.97836239103363,85.9613559749177,25696,5,V15.5
EMBER,ER (standard),45,6,81.69383335233101,83.18157051596184,26319,6,V15.5
EMBER,ER (standard),45,7,84.21149189109856,81.88972094214904,27254,7,V15.5
EMBER,ER (standard),45,8,84.75611825803605,85.09665037836878,29461,8,V15.5
EMBER,ER (standard),45,9,80.0361663652803,81.54049989821756,30415,9,V15.5
EMBER,ER (standard),45,10,84.02158985659992,84.25702509068797,31311,10,V15.5
EMBER,ER (standard),45,11,82.8239971516734,84.5688907905577,33704,11,V15.5
EMBER,ER (standard),46,1,91.75777453838678,91.75777453838678,16464,1,V15.5
EMBER,ER (standard),46,2,87.62084909625894,92.58205952608012,19032,2,V15.5
EMBER,ER (standard),46,3,86.34980988593156,92.06307118470357,23670,3,V15.5
EMBER,ER (standard),46,4,85.97388556220892,89.83734665565044,24048,4,V15.5
EMBER,ER (standard),46,5,87.14000797766255,87.50032587079663,25070,5,V15.5
EMBER,ER (standard),46,6,76.56255590139888,75.58830594763958,27951,6,V15.5
EMBER,ER (standard),46,7,80.477637250053,79.13496335744011,28306,7,V15.5
EMBER,ER (standard),46,8,80.27346433970042,79.45275312928565,29108,8,V15.5
EMBER,ER (standard),46,9,82.53046099736214,80.44759525036515,31844,9,V15.5
EMBER,ER (standard),46,10,80.48564986899032,80.80459513303386,32822,10,V15.5
