dataset,method,seed,stage_id,sample_weighted_seen_accuracy,cumulative_seen_support,matrix_source,definition_version
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,10,80.86414406351942,32494,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,11,78.95500028186567,33704,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,1,93.10000000000002,18145,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,2,89.34698408302833,20764,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,3,86.3796629795529,24111,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,4,85.74873383580614,25275,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,5,85.59935941427209,27214,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,6,84.5335821017587,27634,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,7,83.54028649757946,28506,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,8,80.29589469529219,31161,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,9,80.30381826132967,32128,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,10,79.13578844050079,32908,anchored_hr__ember__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,11,78.5188518988844,33704,anchored_hr__ember__seed_51.json,V15.4
AZ-Class,DER++ (standard),42,1,88.85571265478177,11387,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,2,77.49222955045106,13191,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,3,81.48679090722916,14649,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,4,71.60744304677989,17251,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,5,45.86173320350536,19513,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,6,71.96342637151106,20780,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,7,73.63410053718827,22897,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,8,55.122559526129145,25661,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,9,71.83473497415322,25922,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,10,78.04995019736599,27107,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),42,11,70.12850590006653,28559,derpp__az_class__seed_42.json,V15.4
AZ-Class,DER++ (standard),43,1,88.39167871284018,15911,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,2,80.57139662305714,17886,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,3,79.21212757028955,19064,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,4,77.47207180838089,20499,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,5,77.72679601468275,22884,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,6,77.01948665121469,23298,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,7,65.94183410811019,26029,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,8,73.70045185702216,27221,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,9,75.14907680149436,27838,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,10,73.9204184041275,28298,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),43,11,71.84425224972864,28559,derpp__az_class__seed_43.json,V15.4
AZ-Class,DER++ (standard),44,1,89.60733308559395,16146,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,2,82.96611632054307,17383,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,3,84.42467314056313,18433,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,4,81.04103140212914,18693,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,5,80.59865374516637,20947,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,6,71.17488279585167,21117,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,7,77.47980203883085,23641,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,8,72.65528136623604,25003,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,9,76.96913148277739,25722,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,10,72.21480987324883,26982,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),44,11,75.27224342589027,28559,derpp__az_class__seed_44.json,V15.4
AZ-Class,DER++ (standard),45,1,90.67361733322473,12277,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,2,54.642193972289675,14002,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,3,84.0710363993764,14753,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,4,78.75214125708261,15178,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,5,67.05162655079755,17491,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,6,72.86111246526593,20513,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,7,82.38009049773756,22100,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,8,79.02214972527473,23296,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,9,73.11806256306761,24775,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,10,75.68100018942981,26395,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),45,11,63.563149970237056,28559,derpp__az_class__seed_45.json,V15.4
AZ-Class,DER++ (standard),46,1,87.24719824809996,15526,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,2,73.09250506414585,17772,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,3,76.71981022783693,18127,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,4,77.6299311208516,19164,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,5,76.5386959171237,21333,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,6,76.7485476419194,21861,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,7,52.95431123325318,23288,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,8,75.78634289439374,24544,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,9,71.4550784874012,26947,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,10,73.04338267624212,27292,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),46,11,74.15875906019119,28559,derpp__az_class__seed_46.json,V15.4
AZ-Class,DER++ (standard),47,1,89.83883530046133,16691,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,2,85.22903297189643,18076,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,3,84.28689455747185,19366,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,4,82.06254222565389,20722,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,5,79.62204007285975,21960,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,6,77.30380696104812,22669,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,7,78.36202086105507,23297,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,8,70.02687077599545,24562,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,9,75.75898931000971,25725,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,10,73.83867616503413,26952,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),47,11,73.27287370005952,28559,derpp__az_class__seed_47.json,V15.4
AZ-Class,DER++ (standard),48,1,88.27696024599166,18212,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,2,78.72051763723648,19164,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,3,81.16833980729456,19823,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,4,75.11841606669194,21112,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,5,77.76653946944968,21751,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,6,74.77225579507531,22174,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,7,74.14038838410832,22452,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,8,71.57503471938567,24482,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,9,73.51130134414659,26634,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,10,74.58728999269539,27380,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),48,11,76.46976434749115,28559,derpp__az_class__seed_48.json,V15.4
AZ-Class,DER++ (standard),49,1,90.46577055329792,12796,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,2,65.55017576440937,15077,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,3,80.67718940936864,15712,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,4,82.64223722275796,16592,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,5,49.791622141483224,18716,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,6,78.30325451182323,20003,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,7,72.93590564140075,21874,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,8,51.33932217231523,24490,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,9,72.77739752072401,26298,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,10,71.93115666919768,27657,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),49,11,75.47183024615708,28559,derpp__az_class__seed_49.json,V15.4
AZ-Class,DER++ (standard),50,1,92.82992456645151,12859,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,2,82.98173580631459,14126,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,3,79.67773122784402,15515,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,4,85.55691554467563,17157,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,5,83.64037070524412,17696,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,6,73.044986335926,19028,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,7,76.80343116990493,19352,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,8,63.13474610155938,22509,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,9,77.57766383730448,23209,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,10,73.43762221353148,25570,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),50,11,61.553275674918595,28559,derpp__az_class__seed_50.json,V15.4
AZ-Class,DER++ (standard),51,1,85.99563953488372,13760,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,2,75.13672135520875,14994,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,3,72.89075835162156,16404,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,4,77.25548310610552,16870,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,5,77.18870079966767,19258,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,6,77.96040166729821,21112,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,7,75.28382736228298,22637,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,8,73.8848236801852,24189,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,9,66.41502203487258,26095,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,10,76.08201291079813,27264,derpp__az_class__seed_51.json,V15.4
AZ-Class,DER++ (standard),51,11,75.94103434994223,28559,derpp__az_class__seed_51.json,V15.4
EMBER,DER++ (standard),42,1,92.17135207496653,18675,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,2,87.38001503958951,22607,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,3,89.81054365733114,24280,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,4,83.8059941991621,24824,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,5,85.72332766327781,25279,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,6,82.90141390664343,25815,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,7,84.73540353807608,26342,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,8,70.74662566205365,29265,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,9,84.20644520951583,32241,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,10,84.55875642624646,32873,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),42,11,76.82470923332542,33704,derpp__ember__seed_42.json,V15.4
EMBER,DER++ (standard),43,1,92.1369433877825,22345,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,2,90.07570483814827,22984,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,3,86.33259312020782,23867,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,4,85.05602080226377,26151,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,5,86.08705028214068,27823,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,6,78.78241820366053,28302,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,7,85.8500147429807,30523,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,8,83.07960263191846,31004,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,9,81.32579585649317,31664,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,10,83.73880030372057,32925,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),43,11,81.45027296463327,33704,derpp__ember__seed_43.json,V15.4
EMBER,DER++ (standard),44,1,92.98405466970388,15365,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,2,84.04491883477874,17988,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,3,85.30687209836233,19601,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,4,86.59369564295109,23571,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,5,86.72083434392432,24738,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,6,85.93279349059188,25563,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,7,85.12785749256204,26553,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,8,74.20689655172413,29725,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,9,82.90342927331275,30123,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,10,82.7054573603406,31004,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),44,11,82.16235461666271,33704,derpp__ember__seed_44.json,V15.4
EMBER,DER++ (standard),45,1,91.87758637282263,20782,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,2,86.5372047427878,21422,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,3,87.5785881084965,22268,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,4,85.06625680222656,24073,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,5,86.67107721046077,25696,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,6,82.59812302899047,26319,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,7,84.98202098774492,27254,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,8,85.31957503139745,29461,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,9,80.82525069866841,30415,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,10,84.42081057775222,31311,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),45,11,83.30465226679325,33704,derpp__ember__seed_45.json,V15.4
EMBER,DER++ (standard),46,1,91.75777453838678,16464,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,2,88.7505254308533,19032,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,3,87.5242923531897,23670,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,4,86.68912175648703,24048,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,5,87.19186278420423,25070,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,6,70.90622875746843,27951,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,7,83.1060552533032,28306,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,8,83.51655902157482,29108,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,9,83.0611732194448,31844,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,10,80.98226799098165,32822,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),46,11,84.23035841443152,33704,derpp__ember__seed_46.json,V15.4
EMBER,DER++ (standard),47,1,93.55465587044534,18525,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,2,87.7005895924122,19505,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,3,83.38894399855712,22178,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,4,79.09996594005449,23488,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,5,81.35484130495998,24859,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,6,82.18241979571285,27804,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,7,80.91318418460672,28428,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,8,80.01591255015913,28908,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,9,80.60682421848396,29366,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,10,81.12018669778296,29995,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),47,11,84.45881794445764,33704,derpp__ember__seed_47.json,V15.4
EMBER,DER++ (standard),48,1,92.88329265586864,18028,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,2,85.62602387081675,21365,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,3,87.55632122979061,22638,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,4,85.46437927828953,23666,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,5,81.17933481884954,24234,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,6,79.16814508180565,25365,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,7,84.10452855950847,26366,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,8,83.38015835370526,27407,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,9,83.3077369373059,29301,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,10,79.93299832495812,29850,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),48,11,83.57464989318774,33704,derpp__ember__seed_48.json,V15.4
EMBER,DER++ (standard),49,1,92.86715737819839,17118,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,2,79.37661344296778,20918,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,3,87.3735825927061,22841,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,4,81.39083780437474,24230,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,5,83.44285943260138,24956,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,6,83.45795425245865,27149,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,7,83.60524690236547,27521,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,8,84.44969329478954,28366,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,9,84.83844241922121,30175,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,10,70.4177585941113,32435,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),49,11,83.61322098267267,33704,derpp__ember__seed_49.json,V15.4
EMBER,DER++ (standard),50,1,94.64660601819455,14290,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,2,88.2242169355345,15931,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,3,89.16479852848192,17397,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,4,89.03994785361765,21478,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,5,84.38563159987629,22633,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,6,86.76241564284479,23116,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,7,81.81439520159947,24008,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,8,83.02286839315462,26412,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,9,83.82815470224313,28933,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,10,65.05508709300179,32494,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),50,11,82.96938048896273,33704,derpp__ember__seed_50.json,V15.4
EMBER,DER++ (standard),51,1,94.9903554698264,18145,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,2,63.600462338663064,20764,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,3,85.75339056862013,24111,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,4,87.72304648862513,25275,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,5,88.10171235393548,27214,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,6,85.51422161105884,27634,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,7,86.98168806567038,28506,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,8,83.12313468759027,31161,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,9,83.70580179282868,32128,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,10,80.04132733681779,32908,derpp__ember__seed_51.json,V15.4
EMBER,DER++ (standard),51,11,81.39686684073108,33704,derpp__ember__seed_51.json,V15.4
AZ-Class,ER (standard),42,1,88.85571265478177,11387,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,2,77.84095216435448,13191,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,3,79.99863471909346,14649,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,4,74.28554866384557,17251,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,5,51.417004048582996,19513,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,6,75.94802694898941,20780,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,7,74.2673712713456,22897,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,8,60.87837574529441,25661,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,9,66.7965434765836,25922,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,10,77.51134393330136,27107,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),42,11,69.22511292412199,28559,er__az_class__seed_42.json,V15.4
AZ-Class,ER (standard),43,1,88.39167871284018,15911,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,2,79.63770546796377,17886,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,3,78.61938732689887,19064,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,4,76.09639494609493,20499,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,5,76.953329837441,22884,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,6,74.4012361576101,23298,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,7,68.32379269276576,26029,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,8,73.40656111090702,27221,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,9,74.52403189884332,27838,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,10,71.55982754965015,28298,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),43,11,70.8113029167688,28559,er__az_class__seed_43.json,V15.4
AZ-Class,ER (standard),44,1,89.60733308559395,16146,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,2,81.34384168440431,17383,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,3,83.68686594694297,18433,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,4,79.4735997432194,18693,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,5,79.7297942426123,20947,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,6,65.7479755647109,21117,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,7,77.79281756270885,23641,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,8,71.96336439627244,25003,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,9,75.72506025969987,25722,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,10,73.66763027203321,26982,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),44,11,74.68748905774012,28559,er__az_class__seed_44.json,V15.4
AZ-Class,ER (standard),45,1,90.67361733322473,12277,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,2,55.34923582345379,14002,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,3,83.24408594862062,14753,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,4,76.57794175780735,15178,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,5,77.41124006631982,17491,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,6,75.96158533612831,20513,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,7,81.4027149321267,22100,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,8,77.87603021978022,23296,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,9,71.23309788092836,24775,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,10,74.5974616404622,26395,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),45,11,67.06467313281277,28559,er__az_class__seed_45.json,V15.4
AZ-Class,ER (standard),46,1,87.24719824809996,15526,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,2,75.17443169029934,17772,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,3,76.24537982015778,18127,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,4,77.3794614902943,19164,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,5,75.54961796278067,21333,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,6,75.4585792049769,21861,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,7,68.36997595328066,23288,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,8,75.50928943937419,24544,er__az_class__seed_46.json,V15.4
